content	score	business	avgstars
"Weak. This location is not good. My wife and I was craving chicken. I decided church's. I went here and drove through drive Thru. Ordering was the worst. The screen was flickering as I was ordering and i couldn't even see what I ordered. The price was jumping all over the place. From $20 to $2,000. Lol here I what I ordered,

10 piece chicken only
5 spicy and 5 regular

4 corn on the cob

First they ran out of legs and thighs so they have breast( I hate breast). I don't get how you can run out of chicken. They didn't even ask if I wanted to wait for it to be done. Nope they just put whatever they wanted. I was in drive thru for 19 mins till I got my food. Chicken was ok and I would not come here again. Nope nope nope!!! I rather go to KFC or Popeyes."	1	Church's Chicken	2
This is my go to spot for breakfast. I love the chocolate chip pancakes. Today I got the country fried steak and eggs. Bomb!!!! I get it with hash browns. Service is great. You have to wait to be seating because it's always busy but it's worth the wait.	5	Babystacks Cafe	4
"This place is ok. It's close to my work and when I'm craving chicken I can satisfy my craving at Popeyes. Today I ordered the 3 piece combo with a medium strawberry soda. I would say the medium size soda  is like a large at other fast food places. I also got a large coleslaw. The drive thru is pretty fast so I would recommend not stoping inside. Overall I would come back for the food. 

On Tuesdays when they have there $1.99 deal for 2 pieces the place is super busy. But I've notice going around 8 pm you get fresh chicken and the lines are gone."	3	Popeyes Louisiana Kitchen	2.5
"I'm going to start by saying wow!!! I was craving BBQ. My wife told me no but I just had to fill the void in my stomach. Here's what I order,

2 meat item which comes with 2 side. 
Beef brisket
Jalapeño cheddar sausage
Cabbage slaw
Mac and cheese

The beef brisket is so tender and soft. No need for a knife. It was amazing. And don't let me get started with the cheddar jalapeño sausage. That right there is the best sausage I have ever had. The place opens up at 11 and I would come back over and over again. Mac and cheese was cheesy and the slaw was cold and fresh. 5 stars all around."	5	Dickey's Barbecue Pit	3.5
"This place is good. It's not my first option but it gets the job done. Their happy hour menu is great and fish quality is ok. Some of the rolls you must get are,

808 special
Black widow 
Island fever 
Maui special

When I come here I usually do all you can eat and get every nigiri they have. Some key fish I get are,

Unagi
Garlic tuna 
Yellow tail
Salmon
Salmon belly ( if available)
Super white tuna


Prices for all you can eat lunch from 11:30 to 3:00pm is $21.95"	4	808 Sushi	3.5
This place was remodeled. The food is always good and the service is awesome. I ordered the lobster sandwich with coleslaw which by the way was amazing and potato wedges. The whole thing was great!! Toast was crispy and lobster tasted fresh. Potato wedges was perfectly cooked and also crispy. I would also recommend the crab cake dinner. The plus side to this is they have a sushi bar for you sushi lovers. Amazing!!!	4	Brigg's Oyster	3.5
I love the wings. Quick secret I do when I order. I get the wings plan with salt and pepper but I get the sauce on the side. The chicken is crispy and the sauce doesn't Soften the chicken. The only reason I gave 2 stars is because on 2 different occasions I called to put my order in and twice I was put on hold for more then 20 mins. Today I waited 45 mins for my food. I waited patiently but it was getting really bad. Tuesday are busy because of the discount wings. I would recommend if you go on Tuesday go after 8pm, it's slower and not as busy.	2	Buffalo Wild Wings	2.5
I love this Korean Mexican fusion food. When you get here you have to get the bulgogi tater tots. I also get the bulgogi chimichanga!! So good!! Service is great and clean bathrooms. I would come back over and over again. I also got kimchi fried rice and is was bomb!!	5	KoMex Fusion	4.5
Ok place to have some real deal breakfast. Very close to my house so it's kinda the go to spot. One thing I didn't like was the eggs was kinda dry and hash browns was soggy. The biscuits and gravy was also ok. Season potatoes was great. I would only go back because it's down the street.	2	The Cracked Egg	3.5
"This is my spot. I always forget to check in but I come every Wednesday and if I miss a day I make sure I make up for it later that week lol. The workers remember me every time I come in. I usually come with my daughter on Wednesdays. My wife likes this place also but not as much as me. When ordering water you ask for a cup of Only ice. I like my water very cold and they don't give you alot of ice in your water. Service has gotten better through the times. A few things you have to get when here,

Shumai
Haw-gow
Shrimp noddle
Chowmein
Pork spareribs
Beef tendons
Fried sugar cane shrimp ball
Chinese broccoli 
Chive dumpling 
Taro 
Fried wontons
Calamari
Fried chicken
Duck

They have a lot more food on there carts but these are my go to items. I do try the other items and they are fresh and good but these items i listed are my mains lol. Enjoy!!!"	5	Orchids Garden Chinese Restaurant	3.5
I am updating my review. This place is a joke. We came here for my brother In laws bday. We waited about 30 mins not bad. When we got seated we was told we had to pay $5 each for membership wtf!!! Why wasn't this told to us when we checked in at the front desk or when my sister in law called them for prices. I ordered chicken wings ( Asian zing) which was bomb but no plates was giving. I had to literally yell "canny get a plate". We had 8 mins left and the worker said would we like to extend. We said maybe can we think about it and finish our food and decide. She said no if we didn't want to extend we couldn't finish out good and we would have to get our shit and move to side. Hahahha wtf!!! I would never come back to this place or nor will I recommend it.	1	Topgolf	4
I gave them 3 stars because the food is always good. I got the lunch special for $8.95, I ordered for delivery. Food comes fast but they seem to always forget something. If I didn't live so close it would take forever to get. But the food is great. I always go back just for the food.	3	Yummy China	3.5
This place is the bomb!!! I would go back again and again and again. I love there red velvet pancakes you have to order the red velvet pancakes. I also get the garlic rice and Portuguese sausage and eggs. It's the bomb!!! Some days I crave this place. Service is top notch and waiters are friendly. Again I love this place!!!	5	Babystacks Cafe	4
